luxes, temp, hum, curr, volt, power, dd,hh,mm
8650.24,15,81,0.22,14.77,3.33,18,8,52
8716.8,16,78,0.22,14.77,3.25,18,8,47
11566.08,16,79,0.29,14.81,4.36,18,8,42
9866.24,13,94,0.25,14.78,3.71,18,8,37
7623.68,12,99,0.19,14.75,2.88,18,8,32
6164.48,10,100,0.16,14.74,2.38,18,8,27
4820.48,9,99,0.12,14.72,1.82,18,8,22
4149.76,8,100,0.11,14.71,1.6,18,8,17
3584,8,99,0.09,14.7,1.4,18,8,12
2913.28,8,100,0.08,14.69,1.22,18,8,7
2501.12,8,99,0.08,14.69,1.18,18,8,2
2517.76,8,100,0.08,14.69,1.19,18,7,57
2316.8,7,99,0.07,14.69,1.09,18,7,52
2310.4,7,100,0.07,14.69,1.09,18,7,47
2243.84,7,99,0.07,14.69,1.02,18,7,42
1781.76,6,100,0.05,14.68,0.77,18,7,37
1146.24,5,99,0.03,14.66,0.47,18,7,32
786.56,5,100,0.02,14.66,0.29,18,7,27
575.36,4,99,0.01,14.66,0.2,18,7,22
417.28,4,100,0.01,14.65,0.14,18,7,17
311.04,4,99,0.01,14.66,0.09,18,7,12
229.28,4,100,0,14.65,0.08,18,7,7
181.6,4,99,0,14.65,0.05,18,7,2
124.32,4,100,0,14.65,0.01,18,6,57
64.36,4,99,0,14.65,0,18,6,52
25.4,4,100,0,11.16,0,18,6,47
8.48,5,99,0,5.66,0,18,6,42
2.48,5,100,0,2.09,0,18,6,37
0.61,5,99,0,0.57,0,18,6,32
0.16,5,100,0,0.17,0,18,6,27
0.03,5,99,0,0.06,0,18,6,22
0,5,100,0,0.02,0,18,6,17
0,5,99,0,0.01,0,18,6,12
0,5,100,0,0.01,0,18,6,7
0,5,99,0,0,0,18,6,2
0,5,100,0,0,0,18,5,57
0,5,99,0,0,0,18,5,52
0,5,100,0,0,0,18,5,47
0,5,99,0,0,0,18,5,42
0,5,100,0,0,0,18,5,37
0,5,99,0,0,0,18,5,32
0,5,100,0,0,0,18,5,27
0,5,99,0,0,0,18,5,22
0,5,100,0,0,0,18,5,17
0,5,99,0,0,0,18,5,12
0,5,100,0,0,0,18,5,7
0,5,99,0,0,0,18,5,2
0,5,100,0,0,0,18,4,57
0,5,99,0,0,0,18,4,52
0,5,100,0,0,0,18,4,47
0,5,99,0,0,0,18,4,42
0,6,100,0,0,0,18,4,37
0,6,99,0,0,0,18,4,32
0,6,100,0,0,0,18,4,27
0,6,99,0,0,0,18,4,22
0,6,100,0,0,0,18,4,17
0,6,99,0,0,0,18,4,12
0,6,100,0,0,0,18,4,7
0,6,99,0,0,0,18,4,2
0,6,100,0,0,0,18,3,57
0,6,99,0,0,0,18,3,52
0,6,100,0,0,0,18,3,47
0,6,99,0,0,0,18,3,42
0,6,100,0,0,0,18,3,37
0,6,99,0,0,0,18,3,32
0,6,100,0,0,0,18,3,27
0,6,99,0,0,0,18,3,22
0,6,100,0,0,0,18,3,17
0,6,99,0,0,0,18,3,12
0,6,100,0,0,0,18,3,7
0,7,99,0,0,0,18,3,2
0,7,100,0,0,0,18,2,57
0,7,99,0,0,0,18,2,52
0,6,100,0,0,0,18,2,47
0,7,99,0,0,0,18,2,42
0,7,100,0,0,0,18,2,37
0,7,99,0,0,0,18,2,32
0,7,100,0,0,0,18,2,27
0,7,99,0,0,0,18,2,22
0,7,100,0,0,0,18,2,17
0,7,99,0,0,0,18,2,12
0,7,100,0,0,0,18,2,7
0,7,99,0,0,0,18,2,2
0,7,100,0,0,0,18,1,57
0,7,99,0,0,0,18,1,52
0,7,100,0,0.01,0,18,1,47
0,7,99,0,0.01,0,18,1,42
0,7,100,0,0.01,0,18,1,37
0,8,99,0,0.01,0,18,1,32
0,8,100,0,0.01,0,18,1,27
0,8,99,0,0.01,0,18,1,22
0,8,100,0,0.01,0,18,1,17
0,8,99,0,0.01,0,18,1,12
0,9,100,0,0.01,0,18,1,7
0,9,99,0,0.01,0,18,1,2
0,9,100,0,0.01,0,18,0,57
0,9,99,0,0.01,0,18,0,52
0,9,100,0,0.01,0,18,0,47
0,9,99,0,0.01,0,18,0,42
0,9,100,0,0.01,0,18,0,37
0,9,99,0,0.01,0,18,0,32
0,9,100,0,0.01,0,18,0,27
0,9,99,0,0.01,0,18,0,22
0,9,100,0,0.01,0,18,0,17
0,9,99,0,0.01,0,18,0,12
0,9,100,0,0.01,0,18,0,7
0,9,99,0,0.01,0,18,0,2
0,9,100,0,0.01,0,17,23,57
0,9,99,0,0.01,0,17,23,52
0,9,100,0,0.01,0,17,23,47
0,9,99,0,0.01,0,17,23,42
0,9,100,0,0.01,0,17,23,37
0,9,99,0,0.01,0,17,23,32
0,10,100,0,0.01,0,17,23,27
0,10,99,0,0.01,0,17,23,22
0,10,100,0,0.01,0,17,23,17
0,10,99,0,0.01,0,17,23,12
0,10,100,0,0.01,0,17,23,7
0,10,99,0,0.01,0,17,23,2
0,10,100,0,0.01,0,17,22,57
0,10,99,0,0.01,0,17,22,52
0,10,100,0,0.01,0,17,22,47
0,10,99,0,0.01,0,17,22,42
0.01,10,100,0,0.01,0,17,22,37
0.01,10,99,0,0.01,0,17,22,32
0.01,10,100,0,0.01,0,17,22,27
0.01,10,99,0,0.01,0,17,22,22
0.01,10,100,0,0.01,0,17,22,17
0.01,10,99,0,0.01,0,17,22,12
0.01,10,100,0,0.01,0,17,22,7
0.01,10,99,0,0.01,0,17,22,2
0.01,11,100,0,0.01,0,17,21,57
0.01,10,99,0,0.02,0,17,21,52
0.01,10,100,0,0.01,0,17,21,47
0,11,99,0,0.01,0,17,21,42
0.01,11,100,0,0.01,0,17,21,37
0.01,11,99,0,0.01,0,17,21,32
0.01,11,100,0,0.01,0,17,21,27
0.01,11,99,0,0.01,0,17,21,22
0.01,11,100,0,0.02,0,17,21,17
0.01,11,99,0,0.02,0,17,21,12
0.01,12,100,0,0.01,0,17,21,7
0.01,12,99,0,0.02,0,17,21,2
0.01,12,100,0,0.02,0,17,20,57
0.01,12,99,0,0.02,0,17,20,52
0.01,12,100,0,0.02,0,17,20,47
0.01,12,99,0,0.02,0,17,20,42
0.01,12,100,0,0.02,0,17,20,37
0.01,12,99,0,0.02,0,17,20,32
0.01,12,100,0,0.01,0,17,20,27
0.01,13,99,0,0.02,0,17,20,22
0.01,13,100,0,0.01,0,17,20,17
0.01,13,99,0,0.02,0,17,20,12
0.01,13,100,0,0.01,0,17,20,7
0.01,13,99,0,0.01,0,17,20,2
0.01,13,100,0,0.01,0,17,19,57
0.01,13,99,0,0.01,0,17,19,52
0.01,13,100,0,0.01,0,17,19,47
0.01,13,99,0,0.01,0,17,19,42
0.01,13,100,0,0.01,0,17,19,37
0,13,99,0,0.01,0,17,19,32
0,13,98,0,0.01,0,17,19,27
0,13,99,0,0.01,0,17,19,22
0,14,98,0,0.01,0,17,19,17
0,14,97,0,0.01,0,17,19,12
0,14,99,0,0.01,0,17,19,7
0,14,97,0,0.01,0,17,19,2
0,14,96,0,0.01,0,17,18,57
0.01,14,96,0,0.02,0,17,18,52
0.02,15,94,0,0.02,0,17,18,47
0.04,15,93,0,0.04,0,17,18,42
0.14,15,93,0,0.1,0,17,18,37
0.51,15,93,0,0.32,0,17,18,32
1.79,15,92,0,1.1,0,17,18,27
6.81,15,92,0,3.56,0,17,18,22
25.4,15,91,0,8.95,0.01,17,18,17
73.2,16,89,0,13.79,0.01,17,18,12
158.56,16,88,0,14.65,0,17,18,7
287.84,16,85,0,14.65,0.04,17,18,2
447.68,17,82,0.01,14.65,0.09,17,17,57
618.88,17,80,0.01,14.65,0.13,17,17,52
788.48,18,77,0.01,14.66,0.18,17,17,47
951.04,19,71,0.01,14.66,0.22,17,17,42
2396.16,21,65,0.02,14.65,0.31,17,17,37
3069.44,22,63,0.03,14.66,0.5,17,17,32
4321.28,22,61,0.05,14.67,0.73,17,17,27
5368.32,23,59,0.07,14.69,1.01,17,17,22
5867.52,23,58,0.09,14.7,1.32,17,17,17
6195.2,24,56,0.12,14.72,1.69,17,17,12
6707.2,24,54,0.14,14.73,2.09,17,17,7
8409.6,25,53,0.17,14.75,2.46,17,17,2
9356.8,25,52,0.19,14.75,2.8,17,16,57
10521.6,26,49,0.21,14.77,3.12,17,16,52
11566.08,28,45,0.23,14.78,3.42,17,16,47
12288,28,44,0.25,14.8,3.74,17,16,42
12416,28,42,0.27,14.81,4.02,17,16,37
13255.68,31,34,0.29,14.81,4.26,17,16,32
14197.76,32,25,0.31,14.82,4.61,17,16,27
14679.04,30,29,0.33,14.84,4.92,17,16,22
12103.68,29,30,0.28,14.81,4.2,17,16,17
13173.76,30,29,0.3,14.83,4.48,17,16,12
16486.4,33,25,0.38,14.87,5.67,17,16,7
13117.44,34,23,0.3,14.82,4.44,17,16,2
17213.44,35,23,0.38,14.86,5.61,17,15,57
19512.32,35,22,0.4,14.88,5.89,17,15,52
21575.68,34,23,0.42,14.89,6.22,17,15,47
21852.16,34,23,0.43,14.9,6.39,17,15,42
22538.24,35,23,0.44,14.91,6.54,17,15,37
21575.68,35,23,0.45,14.91,6.69,17,15,32
22241.28,35,23,0.46,14.91,6.82,17,15,27
24207.36,34,23,0.47,14.92,7.03,17,15,22
26193.92,35,22,0.48,14.93,7.14,17,15,17
27064.32,34,25,0.49,14.94,7.33,17,15,12
25446.4,35,23,0.49,14.93,7.36,17,15,7
24688.64,36,26,0.5,14.94,7.51,17,15,2
25139.2,35,23,0.51,14.94,7.65,17,14,57
24504.32,37,21,0.52,14.94,7.72,17,14,52
23715.84,36,22,0.52,14.96,7.85,17,14,47
24545.28,34,27,0.54,14.96,8,17,14,42
26163.2,36,22,0.54,14.97,8.1,17,14,37
26808.32,37,22,0.55,14.97,8.23,17,14,32
28170.24,38,21,0.56,14.98,8.37,17,14,27
29818.88,38,22,0.56,14.97,8.44,17,14,22
30812.16,39,21,0.56,14.98,8.46,17,14,17
31621.12,38,22,0.57,14.98,8.59,17,14,12
32993.28,38,21,0.57,14.98,8.61,17,14,7
32901.12,38,21,0.58,14.99,8.77,17,14,2
33095.68,39,21,0.59,14.99,8.85,17,13,57
33290.24,39,19,0.59,15,8.87,17,13,52
35880.96,37,21,0.6,15,8.95,17,13,47
35880.96,37,23,0.6,15,9.06,17,13,42
37939.2,34,29,0.61,15.01,9.18,17,13,37
39680,37,23,0.6,15,9.04,17,13,32
41195.52,42,20,0.6,14.99,8.93,17,13,27
41646.08,42,21,0.6,15,9,17,13,22
41881.6,39,22,0.6,15,9.04,17,13,17
41635.84,39,23,0.61,15,9.09,17,13,12
41646.08,39,23,0.61,15,9.2,17,13,7
42106.88,37,25,0.62,15.01,9.28,17,13,2
42004.48,35,27,0.61,15,9.2,17,12,57
42496,36,26,0.62,15.01,9.36,17,12,52
41809.92,37,24,0.62,15.01,9.23,17,12,47
42803.2,40,22,0.61,15,9.2,17,12,42
42168.32,40,22,0.61,15,9.2,17,12,37
43274.24,41,21,0.62,15.01,9.29,17,12,32
42926.08,39,21,0.63,15.01,9.42,17,12,27
42373.12,40,21,0.62,15,9.32,17,12,22
41594.88,39,21,0.62,15.01,9.33,17,12,17
40970.24,40,21,0.62,15,9.27,17,12,12
39495.68,39,23,0.61,15.01,9.2,17,12,7
38932.48,39,25,0.6,15,9.06,17,12,2
37754.88,39,24,0.6,14.99,9.01,17,11,57
37836.8,37,24,0.6,15,9.06,17,11,52
36966.4,36,25,0.61,15,9.11,17,11,47
36966.4,37,26,0.61,15,9.11,17,11,42
36075.52,35,28,0.61,15,9.09,17,11,37
36761.6,35,29,0.61,15,9.09,17,11,32
37529.6,38,26,0.6,15,8.97,17,11,27
36003.84,37,27,0.6,14.99,8.96,17,11,22
33904.64,37,28,0.59,14.99,8.88,17,11,17
31221.76,34,31,0.59,14.98,8.81,17,11,12
28508.16,36,29,0.58,14.98,8.74,17,11,7
27996.16,36,29,0.58,14.98,8.7,17,11,2
29214.72,34,32,0.58,14.98,8.69,17,10,57
29992.96,33,33,0.58,14.97,8.63,17,10,52
30812.16,34,32,0.57,14.97,8.47,17,10,47
30044.16,34,32,0.56,14.96,8.38,17,10,42
28313.6,33,33,0.56,14.97,8.31,17,10,37
26009.6,33,33,0.54,14.95,8.09,17,10,32
25067.52,32,33,0.54,14.95,8.09,17,10,27
26275.84,33,35,0.54,14.95,8,17,10,22
26839.04,32,35,0.52,14.94,7.8,17,10,17
26562.56,32,35,0.51,14.94,7.67,17,10,12
24832,32,35,0.51,14.94,7.65,17,10,7
23285.76,32,39,0.5,14.93,7.5,17,10,2
22384.64,30,41,0.49,14.92,7.33,17,9,57
22282.24,30,43,0.48,14.92,7.16,17,9,52
22415.36,29,44,0.47,14.91,7,17,9,47
22200.32,28,46,0.46,14.9,6.9,17,9,42
20142.08,28,46,0.45,14.9,6.75,17,9,37
18037.76,28,47,0.44,14.9,6.55,17,9,32
16071.68,26,50,0.43,14.88,6.41,17,9,27
16711.68,26,51,0.42,14.89,6.23,17,9,22
16675.84,24,54,0.41,14.87,6.04,17,9,17
15836.16,23,57,0.39,14.87,5.84,17,9,12
13926.4,22,59,0.38,14.85,5.59,17,9,7
12492.8,21,61,0.36,14.85,5.32,17,9,2
11811.84,21,61,0.34,14.84,5.04,17,8,57
11985.92,21,62,0.32,14.82,4.75,17,8,52
12021.76,20,65,0.3,14.81,4.43,17,8,47
11089.92,19,67,0.28,14.8,4.08,17,8,42
10247.68,18,72,0.25,14.78,3.75,17,8,37
9259.52,17,74,0.23,14.77,3.34,17,8,32
7854.08,17,77,0.2,14.76,3.02,17,8,27
7930.88,16,82,0.19,14.76,2.79,17,8,22
6507.52,15,86,0.17,14.74,2.48,17,8,17
5432.32,14,95,0.15,14.73,2.21,17,8,12
5424.64,12,100,0.12,14.72,1.8,17,8,7
4769.28,11,99,0.1,14.7,1.51,17,8,2
4718.08,10,100,0.1,14.7,1.42,17,7,57
1964.8,7,99,0.06,14.68,0.96,17,7,52
2009.6,7,100,0.04,14.67,0.63,17,7,47
1950.72,7,99,0.05,14.67,0.68,17,7,42
1617.92,6,100,0.04,14.68,0.59,17,7,37
1365.76,6,99,0.03,14.66,0.46,17,7,32
1148.8,6,100,0.02,14.66,0.35,17,7,27
1026.56,5,99,0.02,14.66,0.29,17,7,22
841.6,5,100,0.02,14.66,0.24,17,7,17
688,5,99,0.01,14.66,0.18,17,7,12
565.12,5,100,0.01,14.66,0.14,17,7,7
376.96,5,99,0,14.66,0.08,17,7,2
221.6,5,100,0,14.66,0.04,17,6,57
126.32,5,99,0,14.65,0.01,17,6,52
51.6,5,100,0,14.1,0.01,17,6,47
16.02,5,99,0,8.1,0,17,6,42
4.36,5,100,0,3.11,0,17,6,37
1.12,5,99,0,0.89,0,17,6,32
0.28,5,100,0,0.25,0,17,6,27
0.06,5,99,0,0.08,0,17,6,22
0,5,97,0,0.03,0,17,6,17
0,5,99,0,0.01,0,17,6,12
0,5,98,0,0.01,0,17,6,7
0,5,97,0,0,0,17,6,2
0,5,97,0,0,0,17,5,57
0,5,97,0,0,0,17,5,52
0,5,97,0,0,0,17,5,47
0,5,97,0,0,0,17,5,42
0,5,97,0,0,0,17,5,37
0,5,98,0,0,0,17,5,32
0,5,100,0,0,0,17,5,27
0,5,99,0,0,0,17,5,22
0,5,100,0,0,0,17,5,17
0,5,99,0,0,0,17,5,12
0,5,100,0,0,0,17,5,7
0,5,99,0,0,0,17,5,2
0,5,100,0,0,0,17,4,57
0,5,99,0,0,0,17,4,52
0,5,100,0,0,0,17,4,47
0,6,99,0,0,0,17,4,42
0,6,100,0,0,0,17,4,37
0,6,99,0,0,0,17,4,32
0,6,100,0,0,0,17,4,27
0,6,99,0,0,0,17,4,22
0,6,100,0,0,0,17,4,17
0,6,99,0,0,0,17,4,12
0,5,100,0,0,0,17,4,7
0,6,99,0,0,0,17,4,2
0,6,100,0,0,0,17,3,57
0,6,99,0,0,0,17,3,52
0,6,100,0,0,0,17,3,47
0,6,99,0,0,0,17,3,42
0,6,100,0,0,0,17,3,37
0,6,99,0,0,0,17,3,32
0,6,100,0,0,0,17,3,27
0,6,99,0,0,0,17,3,22
0,6,100,0,0,0,17,3,17
0,6,99,0,0,0,17,3,12
0,6,100,0,0,0,17,3,7
0,7,99,0,0,0,17,3,2
0,7,100,0,0,0,17,2,57
0,7,99,0,0,0,17,2,52
0,7,100,0,0,0,17,2,47
0,7,99,0,0,0,17,2,42
0,7,100,0,0,0,17,2,37
0,7,99,0,0,0,17,2,32
0,7,100,0,0,0,17,2,27
0,7,99,0,0,0,17,2,22
0,7,100,0,0,0,17,2,17
0,7,99,0,0,0,17,2,12
0,7,100,0,0,0,17,2,7
0,7,99,0,0,0,17,2,2
0,7,100,0,0,0,17,1,57
0,7,99,0,0,0,17,1,52
0,7,100,0,0,0,17,1,47
0,7,99,0,0,0,17,1,42
0,7,100,0,0,0,17,1,37
0,7,99,0,0,0,17,1,32
0,7,100,0,0,0,17,1,27
0,7,99,0,0,0,17,1,22
0,7,100,0,0,0,17,1,17
0,7,99,0,0,0,17,1,12
0,8,100,0,0,0,17,1,7
0,8,99,0,0,0,17,1,2
0,8,100,0,0,0,17,0,57
0,8,99,0,0.01,0,17,0,52
0,8,100,0,0.01,0,17,0,47
0,8,99,0,0,0,17,0,42
0,8,100,0,0,0,17,0,37
0,8,99,0,0,0,17,0,32
0,8,100,0,0,0,17,0,27
0,8,99,0,0,0,17,0,22
0,8,100,0,0.01,0,17,0,17
0,8,99,0,0.01,0,17,0,12
0,8,100,0,0.01,0,17,0,7
0,8,99,0,0.01,0,17,0,2
0,8,100,0,0.01,0,16,23,57
0,8,99,0,0.01,0,16,23,52
0,8,100,0,0.01,0,16,23,47
0,8,99,0,0.01,0,16,23,42
0,8,100,0,0.01,0,16,23,37
0,8,99,0,0.01,0,16,23,32
0,9,100,0,0.01,0,16,23,27
0,9,99,0,0.01,0,16,23,22
0,9,100,0,0.01,0,16,23,17
0,9,99,0,0.01,0,16,23,12
0,9,100,0,0.01,0,16,23,7
0,9,99,0,0.01,0,16,23,2
0,9,100,0,0.01,0,16,22,57
0,9,99,0,0.01,0,16,22,52
0,10,100,0,0.01,0,16,22,47
0,10,99,0,0.01,0,16,22,42
0,10,100,0,0.01,0,16,22,37
0,10,99,0,0.01,0,16,22,32
0,10,100,0,0.01,0,16,22,27
0,10,99,0,0.01,0,16,22,22
0,10,100,0,0.01,0,16,22,17
0,10,99,0,0.01,0,16,22,12
0,10,100,0,0.01,0,16,22,7
0,10,99,0,0.01,0,16,22,2
0,11,100,0,0.01,0,16,21,57
0,11,99,0,0.01,0,16,21,52
0,10,100,0,0.01,0,16,21,47
0,10,99,0,0.01,0,16,21,42
0,11,100,0,0.01,0,16,21,37
0,11,99,0,0.01,0,16,21,32
0,11,100,0,0.01,0,16,21,27
0,11,99,0,0.01,0,16,21,22
0,11,100,0,0.01,0,16,21,17
0,11,99,0,0.01,0,16,21,12
0,11,100,0,0.01,0,16,21,7
0,11,99,0,0.01,0,16,21,2
0,11,100,0,0.01,0,16,20,57
0,12,99,0,0.01,0,16,20,52
0,12,100,0,0.01,0,16,20,47
0,12,99,0,0.01,0,16,20,42
0,12,100,0,0.01,0,16,20,37
0,12,99,0,0.01,0,16,20,32
0,12,100,0,0.01,0,16,20,27
0,12,99,0,0.01,0,16,20,22
0,12,100,0,0.01,0,16,20,17
0,12,99,0,0.01,0,16,20,12
0,12,100,0,0.01,0,16,20,7
0,12,99,0,0.01,0,16,20,2
0,12,100,0,0.01,0,16,19,57
0,12,99,0,0.01,0,16,19,52
0,12,100,0,0.01,0,16,19,47
0,12,99,0,0.01,0,16,19,42
0,12,100,0,0.01,0,16,19,37
0,13,99,0,0.01,0,16,19,32
0,13,100,0,0.01,0,16,19,27
0,13,99,0,0.01,0,16,19,22
0,13,100,0,0.01,0,16,19,17
0,13,99,0,0.01,0,16,19,12
0,13,100,0,0.01,0,16,19,7
0,13,99,0,0.01,0,16,19,2
0,13,100,0,0.01,0,16,18,57
0,13,99,0,0.01,0,16,18,52
0.01,14,100,0,0.02,0,16,18,47
0.03,14,99,0,0.03,0,16,18,42
0.12,14,100,0,0.09,0,16,18,37
0.46,14,99,0,0.28,0,16,18,32
1.64,14,100,0,1,0,16,18,27
6,14,99,0,3.21,0,16,18,22
21.32,14,100,0,8.04,0.01,16,18,17
60.84,14,99,0,13.01,0.01,16,18,12
123.44,15,98,0,14.65,0,16,18,7
245.44,15,96,0,14.65,0.01,16,18,2
402.88,15,92,0,14.65,0.08,16,17,57
587.84,16,90,0.01,14.65,0.13,16,17,52
736.64,16,86,0.01,14.65,0.17,16,17,47
953.6,17,82,0.02,14.66,0.24,16,17,42
1411.84,18,76,0.02,14.66,0.29,16,17,37
2618.88,19,71,0.03,14.67,0.47,16,17,32
4224,20,69,0.05,14.68,0.73,16,17,27
5194.24,20,68,0.07,14.68,1.01,16,17,22
5562.88,21,66,0.09,14.7,1.31,16,17,17
5957.12,21,65,0.12,14.71,1.69,16,17,12
6679.04,21,64,0.14,14.73,2.1,16,17,7
8281.6,20,66,0.17,14.74,2.43,16,17,2
2416.64,21,65,0.05,14.67,0.69,16,16,57
8714.24,20,66,0.18,14.75,2.68,16,16,52
2938.88,19,67,0.06,14.69,0.92,16,16,47
2713.6,21,62,0.06,14.69,0.84,16,16,42
9331.2,23,56,0.2,14.76,3.01,16,16,37
13066.24,25,51,0.28,14.81,4.22,16,16,32
13885.44,24,53,0.31,14.82,4.56,16,16,27
2972.16,23,57,0.06,14.69,0.93,16,16,22
15375.36,26,49,0.35,14.85,5.25,16,16,17
17044.48,29,44,0.38,14.86,5.64,16,16,12
16245.76,28,44,0.38,14.86,5.61,16,16,7
17305.6,28,45,0.4,14.88,5.91,16,16,2
18442.24,27,46,0.41,14.89,6.11,16,15,57
20295.68,29,43,0.42,14.89,6.25,16,15,52
21934.08,29,42,0.43,14.9,6.46,16,15,47
21964.8,27,46,0.45,14.91,6.66,16,15,42
4462.08,27,45,0.09,14.71,1.36,16,15,37
22067.2,31,40,0.46,14.91,6.85,16,15,32
23029.76,30,40,0.47,14.91,7.01,16,15,27
25436.16,30,40,0.49,14.93,7.26,16,15,22
26900.48,29,40,0.49,14.93,7.37,16,15,17
26818.56,30,39,0.5,14.94,7.54,16,15,12
25610.24,31,38,0.52,14.95,7.85,16,15,7
26470.4,29,42,0.57,14.98,8.5,16,15,2
11704.32,27,45,0.26,14.8,3.92,16,14,57
26982.4,30,40,0.59,14.99,8.81,16,14,52
24811.52,28,42,0.58,14.98,8.64,16,14,47
9141.76,24,48,0.21,14.77,3.12,16,14,42
7572.48,26,45,0.16,14.74,2.36,16,14,37
9423.36,27,42,0.2,14.76,2.93,16,14,32
9397.76,26,43,0.2,14.76,2.96,16,14,27
7669.76,28,39,0.16,14.74,2.34,16,14,22
14208,30,35,0.29,14.81,4.33,16,14,17
6901.76,32,32,0.14,14.73,2.09,16,14,12
35041.28,39,25,0.6,14.99,9,16,14,7
34836.48,39,25,0.61,15.01,9.22,16,14,2
31754.24,39,24,0.6,15,9.02,16,13,57
31754.24,38,26,0.58,14.99,8.72,16,13,52
34539.52,39,24,0.61,15,9.09,16,13,47
35297.28,39,25,0.59,14.99,8.88,16,13,42
36771.84,39,25,0.59,14.99,8.86,16,13,37
40304.64,39,25,0.61,15,9.17,16,13,32
42188.8,39,24,0.62,15.01,9.32,16,13,27
42598.4,39,25,0.62,15.01,9.29,16,13,22
41984,39,23,0.62,15,9.23,16,13,17
41748.48,39,24,0.62,15.01,9.29,16,13,12
42024.96,38,24,0.62,15.01,9.34,16,13,7
43048.96,38,24,0.63,15.01,9.42,16,13,2
42905.6,38,25,0.63,15.01,9.47,16,12,57
43335.68,38,25,0.63,15.01,9.43,16,12,52
44523.52,38,25,0.63,15.02,9.45,16,12,47
43520,39,24,0.63,15.01,9.43,16,12,42
43520,38,25,0.63,15.01,9.5,16,12,37
43642.88,38,23,0.63,15.01,9.42,16,12,32
42455.04,39,23,0.63,15.01,9.38,16,12,27
42475.52,39,24,0.63,15.01,9.41,16,12,22
42127.36,38,24,0.63,15.01,9.5,16,12,17
41881.6,40,23,0.62,15.01,9.34,16,12,12
41400.32,41,21,0.62,15.01,9.27,16,12,7
40448,37,25,0.62,15.01,9.31,16,12,2
37468.16,37,24,0.62,15,9.31,16,11,57
36741.12,39,24,0.62,15.01,9.25,16,11,52
37181.44,37,24,0.62,15.01,9.28,16,11,47
37181.44,38,25,0.61,15.01,9.22,16,11,42
35829.76,38,25,0.61,15,9.09,16,11,37
36730.88,38,25,0.61,15,9.17,16,11,32
38072.32,38,26,0.6,14.99,9.04,16,11,27
35563.52,34,31,0.59,14.98,8.81,16,11,22
32624.64,31,36,0.58,14.98,8.77,16,11,17
30187.52,32,36,0.58,14.98,8.63,16,11,12
29143.04,33,35,0.59,14.99,8.82,16,11,7
26613.76,30,40,0.56,14.96,8.42,16,11,2
27688.96,30,40,0.56,14.96,8.38,16,10,57
29870.08,32,38,0.57,14.97,8.51,16,10,52
31160.32,32,39,0.57,14.97,8.54,16,10,47
30351.36,31,44,0.56,14.96,8.44,16,10,42
28354.56,30,42,0.56,14.96,8.32,16,10,37
25743.36,31,42,0.54,14.95,8.12,16,10,32
24514.56,30,45,0.54,14.95,8.09,16,10,27
25425.92,30,45,0.54,14.95,8,16,10,22
27043.84,27,50,0.53,14.94,7.97,16,10,17
26593.28,27,49,0.52,14.94,7.81,16,10,12
25569.28,29,48,0.51,14.94,7.69,16,10,7
23449.6,25,52,0.5,14.93,7.54,16,10,2
22538.24,25,54,0.5,14.92,7.39,16,9,57
22978.56,25,53,0.49,14.93,7.33,16,9,52
22384.64,23,57,0.47,14.91,7.08,16,9,47
22323.2,24,53,0.46,14.91,6.9,16,9,42
21125.12,25,52,0.46,14.91,6.82,16,9,37
18749.44,24,55,0.45,14.9,6.68,16,9,32
16465.92,25,53,0.43,14.89,6.36,16,9,27
16435.2,23,54,0.42,14.88,6.2,16,9,22
16588.8,24,53,0.4,14.87,5.99,16,9,17
15892.48,23,56,0.39,14.86,5.77,16,9,12
13900.8,22,57,0.37,14.85,5.56,16,9,7
12328.96,22,59,0.35,14.84,5.27,16,9,2
11607.04,21,61,0.34,14.83,5.02,16,8,57
11991.04,20,66,0.32,14.82,4.75,16,8,52
11781.12,19,72,0.3,14.81,4.43,16,8,47
10762.24,18,75,0.28,14.8,4.08,16,8,42
10705.92,16,84,0.25,14.78,3.71,16,8,37
9625.6,15,89,0.22,14.78,3.3,16,8,32
7257.6,14,97,0.2,14.76,2.97,16,8,27
4144.64,13,99,0.18,14.74,2.61,16,8,22
2677.76,12,100,0.16,14.73,2.3,16,8,17
2736.64,11,99,0.14,14.73,2.02,16,8,12
3230.72,10,100,0.12,14.72,1.78,16,8,7
3202.56,9,50,0.11,14.7,1.57,16,8,2
3036.16,8,6,0.1,14.7,1.42,16,7,57
1280,5,0,0.06,14.68,0.93,16,7,52
1579.52,6,1,0.04,14.67,0.56,16,7,47
1587.2,5,1,0.05,14.68,0.69,16,7,42
1162.88,5,1,0.04,14.67,0.56,16,7,37
1125.76,5,1,0.03,14.66,0.37,16,7,32
997.12,4,0,0.02,14.66,0.35,16,7,27
840.32,4,0,0.02,14.67,0.27,16,7,22
664.96,4,6,0.02,14.66,0.24,16,7,17
536.64,4,9,0.01,14.65,0.17,16,7,12
418.24,4,19,0.01,14.65,0.13,16,7,7
304.64,3,20,0,14.66,0.08,16,7,2
197.28,4,28,0,14.66,0.04,16,6,57
106.96,4,28,0,14.65,0.01,16,6,52
47.24,4,28,0,13.96,0.01,16,6,47
16.34,4,39,0,8.87,0,16,6,42
4.52,4,50,0,3.7,0,16,6,37
1.15,4,59,0,1.09,0,16,6,32
0.29,4,69,0,0.3,0,16,6,27
0.07,4,75,0,0.09,0,16,6,22
